,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
36,17.78860697746277,8.730500154674742,1.0314943313598632,0.12733187672516313,0.1,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",-0.48385725306925764,-0.5113692265169935,-0.5257615372654585,-0.5255131209104902,-0.5200349101601835,-0.5133072095844767,0.015623138106272279,36
37,94.90386090278625,45.70268940395714,8.725089836120606,1.1395846281543718,0.1,5,700,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 700}",-0.4661315940860642,-0.49213334963721717,-0.5063085770226925,-0.5034387677462749,-0.5011191873756647,-0.4938262951735827,0.014637320784273768,14
38,132.70909309387207,63.89439702671202,15.981802368164063,3.4539850669887513,0.1,5,1000,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",-0.4651051529862823,-0.49004740768072363,-0.5049978875496378,-0.5012697756832685,-0.4992716507262113,-0.4921383749252247,0.014386107192789,6
39,163.9731930732727,78.02602298730851,18.54113459587097,0.8622136759826786,0.1,5,1200,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1200}",-0.46467544974172276,-0.4891362395713532,-0.5046786064678629,-0.5005514808040695,-0.49846935111780405,-0.4915022255405625,0.014347966150937193,3
40,25.29727439880371,12.515837422735155,2.111085367202759,0.1539936676987602,0.1,8,100,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100}",-0.4694335931037765,-0.49398716072201854,-0.5112611375415161,-0.5107327678483679,-0.5062785617225044,-0.4983386441876367,0.015735849597471173,21
41,133.23674926757812,59.44944751349363,24.270911169052123,0.919720636371383,0.1,8,700,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 700}",-0.4650743122294093,-0.48553623770545334,-0.5050088865741708,-0.49854264152811884,-0.49641485289993104,-0.4901153861874167,0.014003872700078182,1
42,190.09474878311158,87.91564264135543,34.355998277664185,1.4403337686098139,0.1,8,1000,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 1000}",-0.4676256310918551,-0.4861946337568664,-0.5067105728912077,-0.49873483045864814,-0.4964053186536056,-0.4911341973704366,0.013455331987390986,2
43,223.34770812988282,101.68961567066074,39.48578052520752,1.9421488621953304,0.1,8,1200,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 1200}",-0.469061424061231,-0.48673345034995924,-0.5076528205531721,-0.4989121053292433,-0.49647316778799616,-0.4917665936163204,0.013163887268031655,5
44,31.59102544784546,14.541109177459829,3.3783266067504885,0.1834985945952155,0.1,10,100,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",-0.4654871892051066,-0.4877332619417202,-0.505419877384004,-0.5047087719846672,-0.5015260484378942,-0.4929750297906784,0.01515739006320881,11
45,173.44342999458314,67.43928000401603,35.57140350341797,3.56611915024141,0.1,10,700,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 700}",-0.4694825623419379,-0.4873709128609138,-0.5087907391773314,-0.49997662659606085,-0.4974974969869547,-0.4926236675926397,0.01343351485793018,9
46,244.84503660202026,100.91820187406067,49.19553437232971,2.5587411306351444,0.1,10,1000,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000}",-0.4723785318399824,-0.4892029955067675,-0.5115194948940303,-0.50072751339348,-0.498097011367222,-0.4943851094002964,0.013105229728595492,15
47,291.16828417778015,121.34205312566624,58.71596574783325,1.919897936041852,0.1,10,1200,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1200}",-0.47426034832117164,-0.49010642415221006,-0.5131490346182128,-0.501305286454094,-0.4985287603523996,-0.49546997077961763,0.01291953650975657,17
48,15.172599983215331,6.8065297636139706,0.7247257709503174,0.08773186222061616,0.3,3,100,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 100}",-0.4861857125557651,-0.5152636536660992,-0.52756530171308,-0.526584288616447,-0.5206544008958118,-0.5152506714894406,0.015192585642852124,39
49,73.00882239341736,35.17492846661394,3.8854392528533936,0.19618411129030608,0.3,3,700,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 700}",-0.4723371728020332,-0.5002333050495865,-0.5175722028600469,-0.509387089051939,-0.5057930860408982,-0.5010645711609008,0.01542776381170356,25
50,109.75011758804321,52.56862075234775,5.880935716629028,0.7150991885378588,0.3,3,1000,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1000}",-0.4705122928505178,-0.49822793372908164,-0.5165056621732881,-0.5073902798183912,-0.503943733318561,-0.499315980377968,0.01557518429840422,23
51,129.03010230064393,60.97824716378731,7.861820983886719,0.5972524465593979,0.3,3,1200,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 1200}",-0.4699150412820944,-0.4973604930740643,-0.5161664500670665,-0.5068243670606755,-0.5032201449976345,-0.4986972992963071,0.015632543104746037,22
52,18.66170735359192,8.94717841416002,1.1003809452056885,0.060422052521724,0.3,5,100,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100}",-0.4719900358771959,-0.5001838002124609,-0.5129044105459258,-0.5111601483375461,-0.5076267492336505,-0.5007730288413559,0.015038909741453046,24
53,101.47079381942748,47.65297058201751,9.238541555404662,0.6506849842818665,0.3,5,700,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 700}",-0.4680835710118629,-0.4889173320517165,-0.5067942583725374,-0.499919180678641,-0.4978994878004307,-0.4923227659830377,0.013396753245071988,7
54,143.40981607437135,67.05112566912038,15.725922679901123,0.993081786983441,0.3,5,1000,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 1000}",-0.4697379798643153,-0.48929526999521167,-0.5082250891884262,-0.49935508133532186,-0.4971857887344244,-0.4927598418235399,0.012994379187603383,10
55,173.97044768333436,81.06577528491515,18.174459743499757,0.34137299459497517,0.3,5,1200,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 1200}",-0.47216813047944384,-0.4895281369536351,-0.5096531106370269,-0.49921726915052494,-0.4970982377228345,-0.49353297698869303,0.01246897253500705,13
56,25.303804779052733,11.654577018476976,2.177134656906128,0.25347057489016994,0.3,8,100,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 100}",-0.46488692161570006,-0.48951352547988364,-0.506900046187083,-0.501867952244772,-0.49934981207212104,-0.49250365151991193,0.014922740003917745,8
57,141.5965277194977,62.339651573816866,24.327585458755493,0.6137974322535259,0.3,8,700,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 700}",-0.4854634309951558,-0.4974102137577373,-0.5217929505686885,-0.5037440695607115,-0.5002049698954285,-0.5017231269555443,0.011765761876830328,26
58,199.07000756263733,87.23345781329296,33.69271998405456,1.5205657268809567,0.3,8,1000,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 1000}",-0.4914986382219603,-0.5009825922776795,-0.527337986688314,-0.505373593986412,-0.5015206080445571,-0.5053426838437847,0.011908573077564695,30
59,224.4451831817627,92.1531795215487,36.54027218818665,6.995143586027789,0.3,8,1200,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 1200}",-0.49513502371880636,-0.502882470045129,-0.5310753514751775,-0.5063445946036983,-0.5023312090191266,-0.5075537297723876,0.012312987824962082,32
60,29.494350242614747,12.998070332221154,3.0686597347259523,0.1933167734618251,0.3,10,100,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 100}",-0.4712845811039292,-0.4899035321067625,-0.510159157041537,-0.5024644383661879,-0.49946827862864845,-0.494655997449413,0.013366276862796895,16
61,170.33729548454284,67.39542715028972,30.783975839614868,5.290979765488756,0.3,10,700,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 700}",-0.4934694754215011,-0.5044084871578545,-0.5324909022665947,-0.5104104611880746,-0.5059556481530195,-0.5093469948374089,0.012843341660229903,33
62,207.4146288394928,67.38728692369364,33.67053279876709,11.64940832975387,0.3,10,1000,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 1000}",-0.49694583523706043,-0.5076780432613117,-0.5379289023130283,-0.5131391725899813,-0.5082047606425656,-0.5127793428087895,0.013640233442440133,35
63,194.81783638000488,44.23808699181841,28.037529277801514,12.945954446626322,0.3,10,1200,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 1200}",-0.498476604672002,-0.5093029181232877,-0.5404695637114889,-0.514669714536962,-0.5095917403149278,-0.5145021082717337,0.014016396763589095,38
